timestamp,open,high,low,close,volume,date,returns,volatility,spread_proxy
1718631000,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,93728300,2024-06-17 13:30:00,,,0.028753384318032406
1718717400,217.58999633789062,218.6300048828125,213.0,214.2899932861328,79943300,2024-06-18 13:30:00,-0.010984469021671939,,0.026272831486326014
1718890200,213.92999267578125,214.24000549316406,208.85000610351562,209.67999267578125,86172500,2024-06-20 13:30:00,-0.021512906597537684,,0.025705835453660814
1718976600,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,246421400,2024-06-21 13:30:00,-0.010444426073609514,,0.02303724831437414
1719235800,207.72000122070312,212.6999969482422,206.58999633789062,208.13999938964844,80727000,2024-06-24 13:30:00,0.00313265159417897,,0.02935524468275479
1719322200,209.14999389648438,211.3800048828125,208.61000061035156,209.07000732421875,56713900,2024-06-25 13:30:00,0.004468184574312861,,0.01324917097345918
1719408600,211.5,214.86000061035156,210.63999938964844,213.25,66213200,2024-06-26 13:30:00,0.01999326794540668,,0.019788985794621922
1719495000,214.69000244140625,215.74000549316406,212.35000610351562,214.10000610351562,49772700,2024-06-27 13:30:00,0.003985960626099017,,0.015833719257389467
1719581400,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,82542700,2024-06-28 13:30:00,-0.016254137725925877,,0.02739533000772575
1719840600,212.08999633789062,217.50999450683594,211.9199981689453,216.75,60402900,2024-07-01 13:30:00,0.029104572333703782,,0.025790063842632643
1719927000,216.14999389648438,220.3800048828125,215.10000610351562,220.27000427246094,58046200,2024-07-02 13:30:00,0.016239927439266166,,0.023970575552201966
1720013400,220.0,221.5500030517578,219.02999877929688,221.5500030517578,37369800,2024-07-03 13:30:00,0.0058110444203451905,,0.011374426710670016
1720186200,221.64999389648438,226.4499969482422,221.64999389648438,226.33999633789062,60412400,2024-07-05 13:30:00,0.021620371113304726,,0.021207047492358133
1720445400,227.08999633789062,227.85000610351562,223.25,227.82000732421875,59085900,2024-07-08 13:30:00,0.006538884025246272,,0.020191405300804828
1720531800,227.92999267578125,229.39999389648438,226.3699951171875,228.67999267578125,48076100,2024-07-09 13:30:00,0.00377484559702701,,0.01324995135710345
1720618200,229.3000030517578,233.0800018310547,229.25,232.97999572753906,62627700,2024-07-10 13:30:00,0.018803582252402418,,0.01643918748944319
1720704600,231.38999938964844,232.38999938964844,225.77000427246094,227.57000732421875,64710600,2024-07-11 13:30:00,-0.023220827978926883,,0.029089927952394887
1720791000,228.9199981689453,232.63999938964844,228.67999267578125,230.5399932861328,53046500,2024-07-12 13:30:00,0.013050867277438316,,0.01717709217138849
1721050200,236.47999572753906,237.22999572753906,233.08999633789062,234.39999389648438,62631300,2024-07-15 13:30:00,0.01674330147811176,,0.017662113896968538
1721136600,235.0,236.27000427246094,232.3300018310547,234.82000732421875,43234300,2024-07-16 13:30:00,0.0017918662059346335,,0.01677881917432292
1721223000,229.4499969482422,231.4600067138672,226.63999938964844,228.8800048828125,57345900,2024-07-17 13:30:00,-0.025295980990260425,0.016048087047566592,0.021059101806147784
1721309400,230.27999877929688,230.44000244140625,222.27000427246094,224.17999267578125,66034600,2024-07-18 13:30:00,-0.020534830945314275,0.016614054243052918,0.036443922008513555
1721395800,224.82000732421875,226.8000030517578,223.27999877929688,224.30999755859375,49151500,2024-07-19 13:30:00,0.0005799129586043783,0.0156474991537773,0.015692587538553425
1721655000,227.00999450683594,227.77999877929688,223.08999633789062,223.9600067138672,48201800,2024-07-22 13:30:00,-0.0015602998017738567,0.015354327656479627,0.020941249780360244
1721741400,224.3699951171875,226.94000244140625,222.67999267578125,225.00999450683594,39960300,2024-07-23 13:30:00,0.004688282557118395,0.015353969945674279,0.018932535752297787
1721827800,224.0,224.8000030517578,217.1300048828125,218.5399932861328,61777600,2024-07-24 13:30:00,-0.02875428371474653,0.01701032671856622,0.03509654253033238
1721914200,218.92999267578125,220.85000610351562,214.6199951171875,217.49000549316406,51391200,2024-07-25 13:30:00,-0.004804556718339459,0.0165546827880826,0.028645044962877342
1722000600,218.6999969482422,219.49000549316406,216.00999450683594,217.9600067138672,41601300,2024-07-26 13:30:00,0.002161024455525684,0.016543053409339273,0.01596628224964501
1722259800,216.9600067138672,219.3000030517578,215.75,218.24000549316406,36311800,2024-07-29 13:30:00,0.0012846337432190769,0.01603602345409203,0.016266509175234645
1722346200,219.19000244140625,220.3300018310547,216.1199951171875,218.8000030517578,41643800,2024-07-30 13:30:00,0.0025659711533103646,0.014709692626425998,0.019241346687144688
1722432600,221.44000244140625,223.82000732421875,220.6300048828125,222.0800018310547,50036300,2024-07-31 13:30:00,0.014990853444005525,0.014642175787387024,0.014364203958504174
1722519000,224.3699951171875,224.47999572753906,217.02000427246094,218.36000061035156,62501000,2024-08-01 13:30:00,-0.016750725819666967,0.015075129456264722,0.034163727029795934
1722605400,219.14999389648438,225.60000610351562,217.7100067138672,219.86000061035156,105568600,2024-08-02 13:30:00,0.006869389978967133,0.014269245245135209,0.03588647033450866
1722864600,199.08999633789062,213.5,196.0,209.27000427246094,119548600,2024-08-05 13:30:00,-0.0481669985831521,0.017544153052376738,0.08362402467013724
1722951000,205.3000030517578,209.99000549316406,201.07000732421875,207.22999572753906,69660500,2024-08-06 13:30:00,-0.009748212850733573,0.017485612753415567,0.04304395286806408
1723037400,206.89999389648438,213.63999938964844,206.38999938964844,209.82000732421875,63516400,2024-08-07 13:30:00,0.01249824663455068,0.01709068033531154,0.0345534255405736
1723123800,213.11000061035156,214.1999969482422,208.8300018310547,213.30999755859375,47161100,2024-08-08 13:30:00,0.016633257613904107,0.017187424306101852,0.025174605872434204
1723210200,212.10000610351562,216.77999877929688,211.97000122070312,216.24000549316406,42201600,2024-08-09 13:30:00,0.013735914716165532,0.01722192760539461,0.02224379132632702
1723469400,216.07000732421875,219.50999450683594,215.60000610351562,217.52999877929688,38028100,2024-08-12 13:30:00,0.005965562584919537,0.016731501475368688,0.017974479038577736
1723555800,219.00999450683594,221.88999938964844,219.00999450683594,221.27000427246094,44155300,2024-08-13 13:30:00,0.017193056195245138,0.017335860770083002,0.013015794401423721
1723642200,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,41960600,2024-08-14 13:30:00,0.002033700635211577,0.016529540500609074,0.015018950986473963
1723728600,224.60000610351562,225.35000610351562,222.75999450683594,224.72000122070312,46414000,2024-08-15 13:30:00,0.01353057903429189,0.016212181861961997,0.011525505440594816
1723815000,223.9199981689453,226.8300018310547,223.64999389648438,226.0500030517578,44340200,2024-08-16 13:30:00,0.0059184844421056315,0.01626182003702746,0.01406771905170998
